id,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24
PPS-DEV-11,0.000019,0.000000,0.904651,0.047426,0.001701,0.000096,0.000710,0.000158,0.000000,0.008577,0.000911,0.022977,0.000431,0.000180,0.000000,0.000000,0.000000,0.000000,0.000066,0.000203,0.000109,0.201813,0.000203,0.095349
PPS-DEV-12,0.000180,0.000296,0.000710,0.000096,0.000000,0.005220,0.002473,0.000710,0.999998,0.000180,0.000553,0.000001,0.007577,0.000000,0.000000,0.000000,0.001927,0.001032,0.468791,0.000003,0.001701,0.000000,0.000000,0.003173
PPS-DEV-13,0.000261,0.000158,0.002801,0.000203,0.000000,0.001170,0.000710,0.000096,0.000000,0.010987,0.000431,0.962673,0.000003,0.000000,0.000011,0.000009,0.000000,0.000000,0.835484,0.001701,0.000109,0.001501,0.053403,0.000203
PPS-DEV-14,0.000109,0.000096,0.001701,0.000035,0.000000,0.000231,0.000001,0.004070,0.000000,0.012432,0.000096,0.731059,0.000008,0.000000,0.000040,0.000158,0.000000,0.000000,0.085099,0.000031,0.001325,0.000000,0.000000,0.005220
PPS-DEV-15,0.000488,0.001325,0.348645,0.000075,0.000000,0.005911,0.002473,0.000804,0.000004,0.002801,0.000380,1.000000,0.000158,0.000000,0.000000,0.000000,0.000911,0.000710,0.017986,0.000008,0.003173,0.000000,0.000000,0.025957
PPS-DEV-16,0.000158,0.000140,0.002473,0.000007,0.000000,0.000085,0.000626,0.000203,0.000000,0.001325,0.001701,0.022977,0.835484,0.000000,0.999996,0.000001,0.000000,0.000000,0.000021,0.000005,0.003173,0.000000,0.000000,0.006693
PPS-DEV-17,0.003173,0.000000,0.754915,0.000058,0.000488,0.000203,0.000911,0.000431,0.000000,0.005911,0.002183,0.000005,0.015906,0.000261,0.000000,0.000000,0.000000,0.000000,0.002183,0.042088,0.957912,0.003173,0.003594,0.004610
PPS-DEV-18,0.000335,0.000488,0.000203,0.000021,0.000000,0.000231,0.000553,0.001032,0.000011,0.003594,0.012432,0.000045,0.033086,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000010,0.003173,0.000000,0.000000,0.009708
PPS-DEV-19,0.000231,0.000804,0.001501,0.000203,0.000000,0.002801,0.002801,0.000123,0.000005,0.001325,0.106691,0.000010,0.962673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.008577,0.003594,0.000000,0.000000,0.095349
PPS-DEV-20,0.000096,0.000123,0.001701,0.000058,0.000000,0.004610,0.000005,0.000158,0.000000,0.002183,0.000016,0.000001,0.000005,0.000000,0.000005,0.000010,0.000000,0.000000,0.001170,0.000011,0.000488,0.000000,0.000000,0.005220
PPS-DEV-21,0.000804,0.000335,0.000140,0.000019,0.000000,0.001170,0.002801,0.000626,0.000004,0.000553,0.001325,0.000010,0.001032,0.000000,0.000000,0.000000,0.407333,0.000431,0.015906,0.000021,0.003173,0.000000,0.000000,0.006693
PPS-DEV-22,0.001501,0.005220,0.000123,0.000096,0.000000,0.003173,0.001501,0.000710,0.000488,0.017986,0.000109,0.000058,0.017986,0.000000,0.000000,0.000000,0.013223,0.000261,0.000488,0.000021,0.000911,0.000000,0.000000,0.033086
PPS-DEV-23,0.033086,0.000553,0.007577,0.851953,0.000000,0.000021,0.000009,0.000203,0.999993,0.000045,0.000109,0.000001,0.000024,0.000000,0.003173,0.000051,0.000000,0.000000,0.531209,0.003594,0.817574,0.000000,0.000000,0.106691
PPS-DEV-24,0.000296,0.000000,0.009708,0.000231,0.000058,0.000008,0.000004,0.000011,0.000000,0.002473,0.001325,0.007577,0.000075,0.005220,0.000000,0.000000,0.000000,0.000000,0.001701,0.998968,0.000058,0.000203,0.000000,0.000109
PPS-DEV-25,0.000180,0.000000,0.148047,0.075858,0.010987,0.001325,0.003173,0.222700,0.000000,0.025957,0.000231,0.000007,0.017986,0.006693,0.000000,0.000000,0.000000,0.000000,0.000158,0.994780,0.999842,0.029312,0.880797,0.025957
PPS-DEV-26,0.000002,0.000035,0.000021,0.000005,0.000000,0.000004,0.000004,0.000003,0.000000,0.020332,0.005911,0.000015,0.320821,0.000000,0.000000,0.000000,0.002183,0.002801,0.047426,0.020332,0.000140,0.679179,0.000000,0.001701
PPS-DEV-27,0.000004,0.000024,0.000488,0.000019,0.000000,0.000015,0.000010,0.000021,0.000000,0.004070,0.000710,0.000020,0.531209,0.000000,0.000000,0.000000,0.348645,0.000180,0.000626,0.002473,0.987568,0.002473,0.000431,0.002801
PPS-DEV-28,0.006693,0.000000,0.880797,0.000296,0.000010,0.000015,0.000035,0.000009,0.000000,0.001170,0.000015,0.000000,0.000007,0.000357,0.000000,0.000000,0.000000,0.000000,0.000553,0.033086,0.025957,0.000203,0.007577,0.006693
PPS-DEV-29,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004070,0.000158,0.000002,0.003173,0.000000,0.000000,0.000000,0.000488,0.000109,0.000180,0.000001,0.001170,0.000000,0.000000,0.132964
PPS-DEV-30,0.001501,0.000000,0.009708,0.001325,0.000051,0.000008,0.000028,0.000012,0.000000,0.067547,0.000035,0.000001,0.000010,0.000080,0.000000,0.000000,0.000000,0.000000,0.000040,0.005220,0.000075,0.000553,0.000000,0.000380
PPS-DEV-31,0.001032,0.000000,0.001501,0.000140,0.002183,0.000123,0.000180,0.000335,0.000000,0.033086,0.000261,0.000005,0.007577,0.245085,0.000000,0.000000,0.000000,0.000000,0.000203,0.000035,0.000231,0.000000,0.000000,0.003594
PPS-DEV-32,0.000051,0.000035,0.000140,0.000040,0.000000,0.006693,0.000003,0.000004,0.000000,0.010987,0.000040,0.000017,0.000109,0.000000,0.000005,0.000096,0.000000,0.000000,0.022977,0.000031,0.001032,0.000000,0.000000,0.010987
PPS-DEV-033,0.000085,0.000085,0.001170,0.000015,0.000000,0.000035,0.000016,0.000004,0.000017,0.001325,0.000040,0.000158,0.000231,0.000000,0.000000,0.000000,0.000626,0.007577,0.952574,0.000024,0.000191,0.000000,0.000000,0.003594
PPS-DEV-034,0.000140,0.000626,0.012432,0.000019,0.000000,0.001032,0.000180,0.000380,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.017986,0.000710,0.562177,0.000024,0.001501,0.000000,0.000000,0.622459
PPS-DEV-035,0.999994,0.000009,0.000015,0.000066,0.000000,0.000005,0.000004,0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015906,0.047426,0.817574,0.000010,0.000191,0.754915,0.000000,0.003594
PPS-DEV-036,0.000203,0.000203,0.000626,0.000028,0.000000,0.000804,0.000006,0.000203,0.000014,0.005911,0.029312,0.000040,0.995930,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000085,0.012432,0.000000,0.000000,0.893309
PPS-DEV-037,0.000431,0.000203,0.000431,0.000051,0.000000,0.004610,0.000058,0.000261,0.000015,0.001927,0.000006,0.000109,0.000804,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000335,0.015906,0.000000,0.000000,0.001032
PPS-DEV-038,0.000261,0.004070,0.022977,0.000045,0.000000,0.001927,0.000380,0.000123,0.000123,0.004610,0.001501,0.000058,0.914901,0.000000,0.000000,0.000000,0.932453,0.998968,0.000075,0.000005,0.000158,0.000000,0.000000,0.029312
PPS-DEV-039,0.000380,0.000203,0.000040,0.000019,0.000000,0.182426,0.014064,0.001501,0.000000,0.000431,0.000710,0.000001,0.007577,0.000000,0.000000,0.000000,0.001927,0.002801,0.010987,0.000261,0.003173,0.000911,0.000000,0.006693
PPS-DEV-040,0.000010,0.000040,0.000008,0.000001,0.000000,0.000066,0.000000,0.000007,0.000000,0.000710,0.000123,0.000001,0.022977,0.000000,0.000000,0.000000,0.182426,0.085099,0.000488,0.000003,0.001927,0.001032,0.037327,0.017986
PPS-DEV-041,0.000006,0.000031,0.000431,0.000007,0.000000,0.000040,0.000024,0.000045,0.000000,0.020332,0.000261,0.000001,0.348645,0.000000,0.000000,0.000000,0.835484,0.991423,0.000123,0.000123,0.000062,0.731059,0.001032,0.006693
PPS-DEV-042,0.000553,0.562177,0.962673,0.000140,0.000000,0.000058,0.000035,0.000180,0.000000,0.015906,0.001325,0.000001,0.500000,0.000000,0.000000,0.000000,0.001501,0.012432,0.004070,0.000002,0.006693,0.000000,0.000000,0.015906
PPS-DEV-043,0.000488,0.000626,0.000804,0.000096,0.000000,0.002801,0.014064,0.000710,0.000000,0.020332,0.005911,0.000002,0.245085,0.000000,0.000000,0.000000,0.001501,0.002473,0.001927,0.000096,0.000035,0.000000,0.000000,0.047426
PPS-DEV-044,0.000231,0.003173,0.000180,0.000017,0.000000,0.000028,0.000004,0.000008,0.000000,0.001032,0.005911,0.000006,0.268941,0.000000,0.000000,0.000000,0.015906,0.000804,0.000335,0.164516,0.004610,0.047426,0.000000,0.500000
PPS-DEV-045,0.000911,0.000000,0.000488,0.025957,0.977023,0.000005,0.000296,0.000710,0.000000,0.007577,0.002801,0.348645,0.106691,0.004070,0.000000,0.000000,0.000000,0.000000,0.000553,0.835484,0.000626,0.000335,0.000000,0.148047
PPS-DEV-046,0.817574,0.000000,0.000180,0.000335,0.001170,0.000123,0.000109,0.001927,0.000004,0.000109,0.000296,0.000006,0.000553,0.002473,0.000000,0.000000,0.000000,0.000000,0.000066,0.000008,0.001927,0.000000,0.000000,0.201813
PPS-DEV-047,0.731059,0.000000,0.000075,0.000109,0.999089,0.000004,0.001501,0.003594,0.000000,0.002183,0.001032,0.000004,0.010987,0.000261,0.000000,0.000000,0.000000,0.000000,0.000158,0.000096,0.000261,0.001032,0.000000,0.999925
PPS-DEV-048,0.022977,0.000000,0.294215,0.320821,0.999290,0.000040,0.005220,0.004070,0.000000,0.003173,0.003173,0.003173,0.005911,0.000335,0.000000,0.000000,0.000000,0.000000,0.000710,0.000005,0.067547,0.009708,0.348645,0.998675
PPS-DEV-049,0.999999,0.000000,0.022977,0.000296,0.000296,0.000015,0.000180,0.000380,0.000000,0.025957,0.002183,0.998499,0.000028,0.245085,0.000000,0.000000,0.000000,0.000000,0.001501,0.000017,0.999891,0.000000,0.000000,0.085099
PPS-DEV-050,0.037327,0.000804,0.000911,0.025957,0.000000,0.348645,0.997199,0.000380,0.999704,0.000710,0.005911,0.000004,0.562177,0.000000,0.029312,0.000040,0.000000,0.000000,0.164516,0.000058,0.000335,0.000000,0.000000,0.592667
PPS-DEV-051,0.002473,0.000000,0.952574,0.835484,0.000626,0.000015,0.000045,0.000028,0.000028,0.014064,0.008577,0.000026,0.047426,0.000140,0.000000,0.000000,0.000000,0.000000,0.000380,0.000335,0.000158,0.000000,0.000000,0.042088
PPS-DEV-052,0.001325,0.000000,0.001501,0.002801,0.020332,0.000096,0.000431,0.001501,1.000000,0.000096,0.000013,0.000003,0.007577,0.000296,0.000000,0.000000,0.000000,0.000000,0.000380,0.003594,0.000296,0.000000,0.000000,0.348645
PPS-DEV-053,0.000001,0.119203,0.999960,0.000066,0.000000,0.000005,0.000004,0.000028,0.000000,0.007577,0.001032,0.979668,0.000015,0.000000,0.000000,0.000000,0.001701,0.001501,0.000804,0.008577,0.000001,0.000231,0.000000,0.002801
PPS-DEV-054,0.000380,0.000000,0.006693,0.000051,0.000626,0.000015,0.000158,0.003594,0.000000,0.000140,0.001501,0.095349,0.003173,0.067547,0.000000,0.000000,0.000000,0.000000,0.000123,0.000017,0.010987,0.148047,0.777300,0.000626
PPS-DEV-055,0.000231,0.002801,0.000710,0.000045,0.000000,0.000066,0.000075,0.798187,0.000000,0.017986,0.002801,0.000002,0.851953,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.132964,0.001501,0.033086,0.000000,0.009708
PPS-DEV-056,0.000488,0.001032,0.002183,0.000203,0.000000,0.000231,0.000085,0.075858,0.000000,0.000261,0.001701,0.924142,0.000261,0.000000,0.000000,0.000000,0.002473,0.015906,0.017986,0.924142,0.999999,0.002183,0.000000,0.182426
PPS-DEV-057,0.005220,0.000000,0.222700,0.622459,0.468791,0.002801,0.009708,0.047426,0.000002,0.007577,0.001501,1.000000,0.000016,0.029312,0.000000,0.000000,0.000000,0.000000,0.010987,0.000096,0.008577,0.000000,0.000000,0.999949
PPS-DEV-058,0.999820,0.000804,0.017986,0.000158,0.000000,0.001501,0.000911,0.042088,0.000000,0.003594,0.000911,0.000003,0.020332,0.000000,0.000058,0.000488,0.000000,0.000000,0.005220,0.004610,0.993307,0.000296,0.000000,0.042088
PPS-DEV-059,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000058,0.002801,0.000004,0.003594,0.000000,0.000000,0.000000,0.001927,0.020332,0.017986,0.000011,1.000000,0.000000,0.000000,0.042088
PPS-DEV-060,0.001501,0.000000,0.004070,0.022977,0.731059,0.000085,0.000203,0.000024,0.000000,0.014064,0.002183,0.904651,0.000066,0.053403,0.000000,0.000000,0.000000,0.000000,0.000431,0.000231,0.000045,0.004610,0.132964,0.001032
PPS-DEV-061,0.000075,0.000075,0.000626,0.000008,0.000000,0.047426,0.835484,0.000488,0.000000,0.000626,0.000007,0.000001,0.000012,0.000000,0.000000,0.000000,0.007577,0.000075,0.000296,0.000011,0.002473,0.000431,0.201813,0.999972
PPS-DEV-062,0.000261,0.989013,0.998499,0.029312,0.000000,0.006693,0.001927,0.000488,0.000000,0.000804,0.000015,0.000001,0.000003,0.000000,0.000007,0.008577,0.000000,0.000000,0.000058,0.000011,0.000626,0.001170,0.164516,0.984094
PPS-DEV-063,0.164516,0.009708,0.407333,0.006693,0.000000,0.008577,0.042088,0.010987,0.000000,0.004610,0.000231,0.000051,0.000028,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000011,0.008577,0.000000,0.000000,0.001501
PPS-DEV-064,0.000123,0.000000,0.000024,0.000007,0.000231,0.000005,0.000003,0.000004,0.000000,0.007577,0.000085,0.000008,0.000018,0.000231,0.000000,0.000000,0.000000,0.000000,0.022977,0.201813,0.000058,0.003594,0.000000,0.001325
PPS-DEV-065,0.000001,0.000028,0.000024,0.000008,0.000000,0.000017,0.000007,0.000018,0.000000,0.004070,0.000553,0.000002,0.003594,0.000000,0.000804,0.000035,0.000000,0.000000,0.000180,0.531209,0.000109,0.000245,0.000000,0.017986
PPS-DEV-066,0.957912,0.000045,0.025957,0.000804,0.000000,0.017986,0.132964,0.005911,0.000000,0.002473,0.001032,0.000001,0.003594,0.000000,0.000007,0.000058,0.000000,0.000000,0.005911,0.000013,0.407333,0.000000,0.000000,0.592667
PPS-DEV-067,0.000004,0.000109,0.000024,0.000005,0.000000,0.000296,0.000005,0.000158,0.000000,0.012432,0.002183,0.000001,0.531209,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000140,0.002183,0.000000,0.000000,0.000710
PPS-DEV-068,0.025957,0.001501,0.000123,0.000911,0.000000,0.000035,0.000024,0.000066,0.000000,0.001701,0.001170,0.000003,0.020332,0.000000,0.000000,0.000000,0.001501,0.005911,0.005911,0.000710,0.000158,0.000710,0.000000,0.002473
PPS-DEV-069,0.000109,0.000231,0.201813,0.000096,0.000000,0.000024,0.000015,0.000011,0.000000,0.000804,0.001032,0.000002,0.002801,0.000000,0.000000,0.000000,0.004070,0.006693,0.003594,0.000045,0.000203,0.000102,0.000000,0.000911
PPS-DEV-070,0.000002,0.000066,0.000007,0.000004,0.000000,0.000024,0.000011,0.000010,0.000002,0.001032,0.020332,0.000013,0.990292,0.000000,0.000000,0.000000,0.106691,0.003173,0.000140,0.000002,0.000431,0.000000,0.000000,0.182426
PPS-DEV-071,0.000123,0.000000,0.999569,0.777300,0.000804,0.000231,0.002473,0.000710,0.000000,0.000096,0.000804,0.047426,0.000553,0.001701,0.000000,0.000000,0.000000,0.000000,0.000123,0.000006,0.001701,0.042088,0.000123,0.622459
PPS-DEV-072,0.562177,0.000035,0.000626,0.000004,0.000000,0.002473,0.999196,0.000296,0.000000,0.000710,0.000180,0.000001,0.017986,0.000000,0.000000,0.000000,0.004070,0.005911,0.000488,0.000004,0.000626,0.000000,0.000000,0.437823
PPS-DEV-073,0.000140,0.001927,0.000075,0.000008,0.000000,0.000008,0.000004,0.000028,0.000000,0.004070,0.000804,0.000004,0.037327,0.000000,0.000000,0.000000,0.002801,0.002473,0.000431,0.000911,0.006693,0.000911,0.000000,0.004610
PPS-DEV-074,0.000296,0.002183,0.000140,0.000140,0.000000,0.005220,0.000335,0.000035,0.000000,0.020332,0.002801,0.437823,0.017986,0.000000,0.000000,0.000000,0.012432,0.004610,0.085099,0.000045,0.001501,0.000123,0.000000,0.001170
PPS-DEV-075,0.000335,0.000804,0.000031,0.000040,0.000000,0.000203,0.000085,0.000296,0.000000,0.010987,0.001170,0.998830,0.000158,0.000000,0.000000,0.000000,0.001170,0.020332,0.622459,0.000051,0.000231,0.000149,0.000000,0.001325
PPS-DEV-076,0.006693,0.007577,0.025957,0.000158,0.000000,0.132964,0.377541,0.007577,0.000000,0.000626,0.001325,0.007577,0.002801,0.000000,0.294215,0.000109,0.000000,0.000000,0.005220,0.000158,0.000626,0.001032,0.029312,0.731059
PPS-DEV-077,0.000158,0.000024,0.000085,0.000004,0.000000,0.005911,0.033086,0.001501,0.000000,0.148047,0.002801,0.851953,0.004610,0.000000,0.000000,0.000000,0.320821,0.000804,0.000180,0.000014,0.000075,0.992423,0.001501,0.999995
PPS-DEV-078,0.000158,0.000626,0.705785,0.000017,0.000000,0.000007,0.000004,0.000051,0.000000,0.500000,0.962673,0.182426,0.004070,0.000000,0.000000,0.000000,0.008577,0.037327,0.015906,0.000488,0.007577,0.001501,0.000000,0.002183
PPS-DEV-079,0.000804,0.000158,0.000066,0.000203,0.000000,0.991423,0.867036,0.001325,0.000004,0.000096,0.005220,0.000158,0.997817,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000158,0.025957,0.000203,0.932453,0.999797
PPS-DEV-080,0.000028,0.000261,0.000031,0.000002,0.000000,0.000035,0.000021,0.000016,0.000000,0.000261,0.015906,0.000002,0.990292,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.012432,0.000085,0.000075,0.002801,0.001701
PPS-DEV-081,0.000203,0.000000,0.002801,0.000911,0.000140,0.000058,0.000096,0.000024,0.000000,0.003594,0.000021,0.000001,0.000002,0.000431,0.000000,0.000000,0.000000,0.000000,0.000180,0.033086,0.000109,0.000335,0.000000,0.001170
PPS-DEV-082,0.000075,0.000000,0.095349,0.000911,0.000488,0.000035,0.000051,0.000085,0.000140,0.001325,0.000006,0.000005,0.000031,0.000588,0.000000,0.000000,0.000000,0.000000,0.000180,0.320821,0.001701,0.000000,0.000000,0.003594
PPS-DEV-083,0.000431,0.000231,0.047426,0.000140,0.000000,0.002473,0.679179,0.000031,0.000000,0.001701,0.000123,0.000007,0.001701,0.000000,0.000000,0.000000,0.009708,0.000158,0.000123,0.000017,0.005220,0.000000,0.000000,0.007577
PPS-DEV-084,0.000080,0.000380,0.000431,0.000085,0.000000,0.037327,0.067547,0.000626,0.000001,0.005911,0.001170,0.000005,0.835484,0.000000,0.001170,0.000051,0.000000,0.000000,0.007577,0.000231,0.005911,0.000000,0.000000,0.006693
PPS-DEV-085,0.000123,0.000109,0.000109,0.000035,0.000000,0.000028,0.000008,0.000005,0.000000,0.001170,0.001032,0.000002,0.348645,0.000000,0.000000,0.000000,0.000911,0.004610,0.000911,0.025957,0.000075,0.000191,0.000000,0.009708
PPS-DEV-086,0.001501,0.000158,0.000911,0.000231,0.000000,0.000051,0.000011,0.000011,0.020332,0.000380,0.000380,0.000006,0.000911,0.000000,0.000000,0.000000,0.009708,0.012432,0.932453,0.085099,0.000488,0.000000,0.000000,0.003173
PPS-DEV-087,0.000006,0.000040,0.022977,0.000005,0.000000,0.000804,0.000109,0.000011,0.000000,0.004070,0.002801,0.000001,0.000488,0.000000,0.000000,0.000000,0.042088,0.000085,0.029312,0.651355,0.000024,0.000553,0.000000,0.005220
PPS-DEV-088,0.000261,0.000261,0.000431,0.000035,0.000000,0.000203,0.001927,0.000058,0.005220,0.000335,0.000710,0.000005,0.000261,0.000000,0.904651,0.000001,0.000000,0.000000,0.001325,0.017986,0.067547,0.000000,0.000000,0.007577
PPS-DEV-089,0.000019,0.000109,0.004070,0.000011,0.000000,0.000553,0.005911,0.000335,0.000000,0.007577,0.000180,0.000004,0.001032,0.000000,0.000011,0.000085,0.000000,0.000000,0.001701,0.000058,0.106691,0.000000,0.000000,0.003594
PPS-DEV-090,0.000335,0.000626,0.000296,0.000031,0.000000,0.003594,0.003173,0.000075,0.000004,0.001170,0.000296,0.000004,0.006693,0.000000,0.000000,0.000000,0.004610,0.002801,0.000231,0.003173,0.033086,0.000000,0.000000,0.004610
PPS-DEV-091,0.003594,0.000000,0.002183,0.000710,0.085099,0.022977,0.009708,0.000804,0.000000,0.001927,0.000180,0.000015,0.001170,0.037327,0.000000,0.000000,0.000000,0.000000,0.000231,0.000058,0.001501,0.000000,0.000000,0.033086
PPS-DEV-092,0.000058,0.000261,0.000031,0.000005,0.000000,0.000296,0.000804,0.000040,0.000004,0.002183,0.000380,0.000002,0.010987,0.000000,0.000000,0.000000,0.000488,0.000431,0.007577,0.000066,0.000553,0.000000,0.000000,0.025957
PPS-DEV-093,0.000261,0.000804,0.001325,0.000075,0.000000,0.000058,0.000010,0.000109,0.000000,0.060087,0.000804,0.067547,0.001032,0.000000,0.000000,0.000000,0.004332,0.002473,0.005220,0.002801,0.015906,0.002183,0.000000,0.001325
PPS-DEV-094,0.000180,0.000380,0.000021,0.000021,0.000000,0.000009,0.000007,0.000002,0.000008,0.000488,0.001501,0.000001,0.060087,0.000000,0.000000,0.000000,0.005911,0.020332,0.033086,0.000335,0.012432,0.000000,0.000000,0.005911
PPS-DEV-095,0.001927,0.000488,0.000710,0.000180,0.000000,0.001032,0.010987,0.003173,0.000000,0.017986,0.003594,0.075858,0.037327,0.000000,0.000000,0.000000,0.005220,0.005220,0.119203,0.000296,0.009708,0.000000,0.000000,0.014064
PPS-DEV-096,0.000002,0.000035,0.000058,0.000010,0.000000,0.000013,0.000017,0.000011,0.000109,0.002801,0.004610,0.000008,0.622459,0.000000,0.025957,0.000085,0.000000,0.000000,0.067547,0.001927,0.000231,0.000231,0.000000,0.008577
PPS-DEV-097,0.008577,0.000335,0.012432,0.001701,0.000000,0.012432,0.007577,0.132964,0.000000,0.001701,0.000626,0.000004,0.033086,0.000000,0.000000,0.000000,0.022977,0.002801,0.000109,0.000011,0.001325,0.000000,0.000000,0.029312
PPS-DEV-098,0.008577,0.005911,0.982014,0.000007,0.000000,0.000109,0.000051,0.000911,0.001325,0.047426,0.000123,0.000058,0.008577,0.000000,0.000000,0.000000,0.001170,0.000626,0.012432,0.000140,0.000431,0.000000,0.000000,0.004610
PPS-DEV-099,0.000051,0.002473,0.880797,0.000007,0.000000,0.000431,0.000261,0.001701,0.000000,0.002801,0.000024,0.000004,0.000075,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006693,0.005911,0.000488,0.001501,0.006693
PPS-DEV-100,0.000431,0.000000,0.017986,0.003173,0.132964,0.000553,0.000488,0.000203,0.000028,0.000109,0.000158,0.000005,0.017986,0.005220,0.000000,0.000000,0.000000,0.000000,0.002473,0.000028,0.000431,0.000000,0.000000,0.033086
PPS-DEV-101,0.880797,0.000096,0.005911,0.001170,0.000000,0.000261,0.000096,0.000296,0.000000,0.000380,0.000296,0.000003,0.998299,0.000000,0.000000,0.000000,0.002801,0.002473,0.003594,0.294215,0.000911,0.000000,0.000000,0.201813
PPS-DEV-102,0.000075,0.000231,0.000109,0.000004,0.000000,0.000231,0.000431,0.000019,0.000028,0.000261,0.002473,0.000006,0.006693,0.000000,0.000000,0.000000,0.005220,0.002801,0.002473,0.000021,0.042088,0.000000,0.000000,0.012432
PPS-DEV-103,0.000626,0.000488,0.622459,0.000024,0.000000,0.000203,0.000140,0.000335,0.000000,0.022977,0.001032,0.731059,0.000017,0.000000,0.000000,0.000000,0.001701,0.003594,0.085099,0.000140,0.003173,0.000158,0.000911,0.020332
PPS-DEV-104,0.000003,0.000015,0.000051,0.000003,0.000000,0.000040,0.000626,0.000058,0.999290,0.000431,0.000296,0.000003,0.000911,0.000000,0.000000,0.000000,0.001701,0.004070,0.003594,0.000024,0.001701,0.000000,0.000000,0.012432
PPS-DEV-105,0.001501,0.000335,0.002801,0.000109,0.000000,0.000203,0.000380,0.000335,0.000000,0.015906,0.003173,0.000007,0.029312,0.000000,0.000000,0.000000,0.014064,0.000431,0.002473,0.000040,0.004610,0.000000,0.000000,0.005220
PPS-DEV-106,0.000911,0.000804,0.001701,0.000017,0.000000,0.002473,0.000431,0.000085,0.000010,0.000710,0.001325,0.999512,0.000010,0.000000,0.000000,0.000000,0.003173,0.001927,0.005220,0.000015,0.047426,0.000000,0.000000,0.001927
